benchmark_family,instance_id,seed,N,solver,raw_objective,energy_total,is_feasible,runtime_sec,eigen_min,eigen_max,condition_number,neg_eigs,edge_prob,num_edges,k_frac,K_card,penalty_weight,kappa_target,neg_frac,budget_total_flips,target_flips_used,echo_final_stage_flips,echo_final_stage_frac,echo_tau0,echo_num_stages,echo_best_stage
maxcut,maxcut_N300_seed1008,1008,300,sa,-1315.776764047752,-1315.776764047752,1,12.962,-42.26916521895592,38.35213290578017,48350.212843825175,145,0.5,22455,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1009,1009,300,sa,-1339.5645336389089,-1339.5645336389089,1,13.58,-35.892921389651455,40.54500957396648,11272.650411609618,151,0.5,22549,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1010,1010,300,sa,-1526.5429863373358,-1526.5429863373358,1,13.392,-41.51055427716972,38.130171601431904,994.0938831180828,160,0.5,22494,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1011,1011,300,sa,-1267.688558615965,-1267.688558615965,1,13.135,-39.89556171394311,46.446177079009956,311.9071228819072,145,0.5,22424,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1012,1012,300,sa,-1487.2437600247474,-1487.2437600247474,1,13.257,-41.01974620982076,36.0031654044031,2679.2744004143165,160,0.5,22320,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1013,1013,300,sa,-1439.9418812164095,-1439.9418812164095,1,12.979,-44.20475101567138,37.635257298994716,16662.45650302202,155,0.5,22360,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1014,1014,300,sa,-1364.8026953136693,-1364.8026953136693,1,13.29,-38.78159059174637,41.36840287864302,1513.2159637661682,149,0.5,22445,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1015,1015,300,sa,-1357.5241142271386,-1357.5241142271386,1,13.031,-39.85216430986493,44.17321960823084,4341.055867992081,151,0.5,22313,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1016,1016,300,sa,-1337.4127253929692,-1337.4127253929692,1,13.464,-41.083281785524946,42.514773459487856,1944.7197643388126,147,0.5,22088,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1017,1017,300,sa,-1387.1400282735308,-1387.1400282735308,1,12.894,-42.12223328987022,48.232837383391924,694.3664471472729,151,0.5,22411,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1018,1018,300,sa,-1299.2472708223365,-1299.2472708223365,1,13.176,-36.448922547437064,41.16629921680432,581.7991774925858,144,0.5,22478,,,1.0,,,600000,600000,,,,,
maxcut,maxcut_N300_seed1019,1019,300,sa,-1245.1857791064597,-1245.1857791064597,1,12.95,-35.224772314639495,45.543742684936376,447.9270724403563,138,0.5,22473,,,1.0,,,600000,600000,,,,,
