benchmark_family,instance_id,seed,N,sa_raw_objective,sa_echo_raw_objective,pair_complete,gap_echo_to_sa,echo_beats_sa,echo_ties_sa,echo_loses_sa,eigen_min,eigen_max,condition_number,neg_eigs,edge_prob,num_edges,k_frac,K_card,penalty_weight,kappa_target,neg_frac,budget_total_flips,target_flips_used,echo_final_stage_flips,echo_final_stage_frac,echo_tau0,echo_num_stages,echo_best_stage
portfolio_card,portfolio_card_N50_seed1007,1007,50,-567.1589985550625,-568.2552869555237,1,-1.096288400461276,1,0,0,-141.28128185724378,297.7412100371289,2.1367256196364006,49,,,0.15,8,8.770270280725134,,,100000,50000,50000,0.5,109.62837850906418,6,1
portfolio_card,portfolio_card_N50_seed1008,1008,50,-595.6913061565157,-597.0370392488772,1,-1.34573309236157,1,0,0,-148.52538770345055,313.2088975372933,2.14255319218792,49,,,0.15,8,9.222374211226857,,,100000,50000,50000,0.5,115.27967764033572,6,1
portfolio_card,portfolio_card_N50_seed1009,1009,50,-594.4702593799227,-595.4345237179326,1,-0.9642643380099116,1,0,0,-148.05198808107792,312.1145282133025,2.1377436724071006,49,,,0.15,8,9.193620048887071,,,100000,50000,50000,0.5,114.92025061108848,6,1
portfolio_card,portfolio_card_N50_seed1010,1010,50,-587.7728655430045,-588.9065005695281,1,-1.1336350265236206,1,0,0,-146.3571301554126,308.487709762867,2.136396862368478,49,,,0.15,8,9.08712920243065,,,100000,50000,50000,0.5,113.58911503038318,6,1
portfolio_card,portfolio_card_N50_seed1011,1011,50,-595.1334555477404,-596.2504262809854,1,-1.1169707332450116,1,0,0,-148.36157748849703,312.8723128075869,2.1388563837808894,49,,,0.15,8,9.211832959366518,,,100000,50000,50000,0.5,115.14791199208148,6,0
portfolio_card,portfolio_card_N50_seed1012,1012,50,-574.8030601170748,-576.0478457515574,1,-1.2447856344825823,1,0,0,-143.2130863588534,301.9392085618347,2.1410211027432697,49,,,0.15,8,8.89127086715791,,,100000,50000,50000,0.5,111.14088583947408,6,0
portfolio_card,portfolio_card_N50_seed1013,1013,50,-557.6150722794196,-558.3634912244457,1,-0.7484189450261738,1,0,0,-138.85540553251104,292.5675807186434,2.137324040680225,49,,,0.15,8,8.618586007166467,,,100000,50000,50000,0.5,107.73232508958093,6,1
portfolio_card,portfolio_card_N50_seed1014,1014,50,-614.7129725931447,-615.3895758646761,1,-0.6766032715313486,1,0,0,-153.03978283152162,322.675680037454,2.1418760575733797,49,,,0.15,8,9.50382709929751,,,100000,50000,50000,0.5,118.7978387412189,6,0
portfolio_card,portfolio_card_N50_seed1015,1015,50,-583.3789435031407,-584.1029726380348,1,-0.7240291348940673,1,0,0,-145.24286037626524,306.1560915328822,2.135539773287942,49,,,0.15,8,9.017900168678892,,,100000,50000,50000,0.5,112.72375210848637,6,1
portfolio_card,portfolio_card_N50_seed1016,1016,50,-566.352140303125,-567.4989873646784,1,-1.1468470615534443,1,0,0,-141.13535175569288,297.59097799562505,2.135340446249609,49,,,0.15,8,8.761177346763999,,,100000,50000,50000,0.5,109.51471683455,6,0
